www.amazon.com	181271254
www.freepatentsonline.com	161673567
edit.yahoo.com	144818508
cgi.ebay.com	140441739
www.phonesearch24.com	137136493
www.guardian.co.uk	129636652
www.trulia.com	123977842
www.myspace.com	123093070
www.800wesleys.com	118440717
www.thefreelibrary.com	113074333
www.answers.com	110842459
www.nationmaster.com	91894849
www.bizrate.com	88589208
www.youtube.com	86535094
www.amazon.co.uk	79602428
www.tripadvisor.com	79532855
www.whoownsthisphonenumber.com	77342245
www.tripadvisor.co.uk	77183595
www.docstoc.com	77118380
www.city-data.com	75158801
articles.directorym.com	72206583
www.washingtonpost.com	71935909
www.huffingtonpost.com	70901153
news.bbc.co.uk	70520426
en.wikipedia.org	68064889
www.factbites.com	66996815
www.articlesbase.com	65294555
www.gutenberg.org	65096752
news.cnet.com	65086274
www.articlealley.com	61949998
www.topix.net	61722961
www.blinklist.com	61160390
www.creative-weblogging.com	60924708
seekingalpha.com	60519843
www.fanfiction.net	59857554
www.lasvegassun.com	59667536
www.topix.com	57611154
www.kovideo.net	56073458
www.healthgrades.com	55502608
findarticles.com	54259563
www.nextag.com	53849948
www.squidoo.com	53767755
archive.wn.com	53707510
astore.amazon.com	52871877
www.gamefaqs.com	51135000
townhall-talk.edmunds.com	50591286
www.realtor.com	50169225
www.alternet.org	50149126
www.shopping.com	49900443
www.directessays.com	49420101
www.britannica.com	47557511
www.simplyhired.com	47039082
www.patentgenius.com	46747877
www.sulit.com.ph	46145539
www.ehow.com	45788201
www.actionext.com	45773168
www.maplandia.com	45732594
www.blogtalkradio.com	45684105
www.imdb.com	44796111
www.archive.org	44692417
www.search.com	44633603
www.msnbc.msn.com	44452918
phone-lookup.cg180.net	43799384
www.fullbooks.com	43193163
www.zdnet.com.au	42972796
wareseeker.com	42218583
www.popsugar.com	41806627
www.tomshardware.com	41624444
resources.bnet.com	41389514
shop.ebay.com	40046116
www.epinions.com	39972152
feedback.ebay.com	39963553
www.weather.com	39893429
hotair.com	39442336
www.cbsnews.com	39394000
www.metacafe.com	39163199
www.deseretnews.com	38835280
cgi.ebay.co.uk	38614543
technorati.com	38532141
ideas.repec.org	38529650
www.superpages.com	38456703
stores.ebay.com	38336899
hubpages.com	38256204
www.mp3lyrics.org	37946344
www.rentals.com	37777341
realtravel.com	37716350
www.highbeam.com	37654165
allrecipes.com	37590318
travel.yahoo.com	37523329
uk.shopping.com	36992287
www.tmz.com	36954546
www.ncbi.nlm.nih.gov	36906185
www.alibris.com	36520228
www.engadget.com	36459620
www.medhelp.org	36310798
www.helium.com	36307868
wiki.healthhaven.com	36294724
twitter.com	36288871
www.boston.com	35980979
www.blockbuster.com	35239356
cgi.ebay.com.au	35037957
activerain.com	34859146
www.thefreedictionary.com	34825512
www.torrentz.com	34678327
www.bbc.co.uk	34652453
www.lyricsmania.com	34499303
finance.yahoo.com	34477243
justjared.buzznet.com	34433750
www.encyclopedia.com	34341503
blogs.msdn.com	34309548
www.lotsofessays.com	33622777
www.baseball-reference.com	33367646
www.jimmunol.org	33162853
www.mytravelguide.com	32936073
www.cinematical.com	32834845
feedback.ebay.co.uk	32623494
www.metafilter.com	32506324
www.slideshare.net	32459202
www.reuters.com	32368463
bibletools.org	32354838
www.flickr.com	32221145
www.rottentomatoes.com	32154586
www.fixya.com	31959097
www.wonderhowto.com	31952054
www.yellowpages.com	31940739
www.lyricsmode.com	31917961
www.smh.com.au	31864713
www.nowpublic.com	31693825
www.tvguide.com	31598825
www.aquinasandmore.com	31422641
www.prweb.com	31372729
www.slate.com	31163941
www.timesonline.co.uk	31158884
digg.com	31060675
www.jneurosci.org	31036123
allpoetry.com	30873997
shopproducts.howstuffworks.com	30740496
www.tvsquad.com	30688375
local.yahoo.com	30673301
www.angelfire.com	30641238
www.thestreet.com	30543590
myworld.ebay.com	30533916
crooksandliars.com	30173211
www.calibex.com	29943690
download.cnet.com	29929013
3d2f.com	29815174
www.theage.com.au	29786679
www.physorg.com	29721804
www.warezaccess.com	29475524
scienceblogs.com	29273906
www.lyricsbay.com	29269450
www.sharewareconnection.com	29208389
gizmodo.com	29013841
online.wsj.com	28985670
encyclopedia2.thefreedictionary.com	28872036
blinklist.com	28860213
www.cafepress.com	28831368
www.gamespot.com	28571148
tripatlas.com	28501561
www.faqs.org	28492346
www.wunderground.com	28486592
astore.amazon.co.uk	28456085
www.r24.org	28419117
www.pcworld.com	28382565
www.ajc.com	27624102
www.activehotels.com	27424534
www.43things.com	27405484
catalog.ebay.com	27337360
www.travelpod.com	27300398
talkback.zdnet.com	27289848
www.dailymail.co.uk	27232896
www.dslreports.com	27183384
www.tech-archive.net	27156428
mog.com	27087700
books.shop.ebay.com	26875528
www.ciao.co.uk	26812922
www.absoluteastronomy.com	26788718
www.reviewcentre.com	26743525
www.shop.com	26670599
www.foxnews.com	26600924
stackoverflow.com	26530023
new.music.yahoo.com	26522619
www.funny.co.uk	26505036
newsgroups.derkeiler.com	26465133
www.examiner.com	26442560
eventful.com	26415805
www.scribd.com	26253802
www.usatoday.com	26250107
www.freerepublic.com	26147718
us.imdb.com	25924962
www.abc.net.au	25922725
www.zappos.com	25720487
www.judysbook.com	25711201
names.whitepages.com	25663864
jvi.asm.org	25473561
articles.directorym.net	25341355
www.redbubble.com	25339506
everything2.com	25308805
www.theweathernetwork.com	25300109
www.zillow.com	25285978
www.dontstayin.com	25276593
www.cisco.com	25257791
shopping.yahoo.com	25183362
www.livevideo.com	25086619
search.espn.go.com	24969699
www.sptimes.com	24959083
bloodjournal.hematologylibrary.org	24902714
search.barnesandnoble.com	24747101
www.golivewire.com	24597512
thinkprogress.org	24596795
www.time.com	24518504
medical-dictionary.thefreedictionary.com	24419133
www.dooyoo.co.uk	24271150
www.yesasia.com	24259822
caselaw.lp.findlaw.com	24218871
www.apartmentratings.com	24162587
www.discogs.com	24146582
www.pbs.org	23881831
www.bio-medicine.org	23865590
www.kaboodle.com	23714370
www.metrolyrics.com	23544369
www.soft32.com	23386308
freepages.genealogy.rootsweb.ancestry.com	23376569
www.smartlyrics.com	23152702
www.nydailynews.com	23133613
www.suite101.com	23129769
www.songlyrics.com	22938594
www.holiday-rentals.co.uk	22814255
money.cnn.com	22777856
www.joystiq.com	22704794
www.filefactory.com	22696415
www.cnn.com	22571823
www.mapquest.com	22551737
encyclopedia.farlex.com	22545234
www.ameinfo.com	22500213
www.n4g.com	22367513
www.rootsweb.ancestry.com	22322888
www.voy.com	22301475
www.apartmenttherapy.com	22242133
ask.metafilter.com	22163069
www.homeschoolblogger.com	22104488
townhall.com	22103454
mcb.asm.org	22064939
www.bookrags.com	22063620
www.prefixmag.com	21798801
www.wikihow.com	21755505
blogcritics.org	21687158
tech.groups.yahoo.com	21635711
www.freshpatents.com	21548005
www.americablog.com	21497450
stores.shop.ebay.co.uk	21480815
www.city-visitor.com	21452081
www.booking.com	21390414
www.wickedlocal.com	21341953
www.independent.co.uk	21329225
reviews.harmony-central.com	21286182
acronyms.thefreedictionary.com	21248978
www.filebuzz.com	21244701
www.respond.com	21237604
www.connectingsingles.com	21212703
product.half.ebay.com	21163117
rfptemplates.technologyevaluation.com	21132487
sports.fitness.com	21121190
www.bloggingstocks.com	21087142
www.upi.com	21048438
www.theregister.co.uk	21011987
flagcounter.com	20981254
blogs.myspace.com	20948839
